Statement,Label
Ho Chi Minh returned Vietnam in 1941,TRUE
Ho Chi Minh left Vietnam in 1913,FALSE
Ho Chi Minh returned Vietnam in 1913,FALSE
Thomas Edison was the American Footballer,FALSE
Thomas Edison was the American Poetry,FALSE
Thomas Edison was the American Artist,FALSE
Mbappe was the French Footballer,TRUE
Mbappe was the Chinese Footballer,FALSE
Mbappe was the French General,FALSE
Vo Nguyen Giap was the enemy of De Catries,TRUE
Vo Nguyen Giap was the enemy of William Westmoreland,TRUE
Vo Nguyen Giap was the enemy of Xu Shiyou,TRUE
Vo Nguyen Giap was the friend of Stalin,TRUE
Putin was the enemy of Barrack Obama,TRUE
Le Duan born at Quang Nam - Vietnam,TRUE
Le Duan Giap born at Nghe An - Vietnam,FALSE
Manuel Nauer was the Germany Footballer,TRUE
Manuel Nauer played at Striker,FALSE
Manuel Nauer played at Goalkeeper,TRUE
Manuel Nauer played at Defender,FALSE
Manuel Nauer played at Middle-fielder,FALSE
Sergio Ramos played at Defender,TRUE
Sergio Ramos played at Goalkeeper,FALSE
Sergio Ramos played at Striker,FALSE
Sergio Ramos played at Middle-fielder,FALSE
Mohammed Salah played at Striker,TRUE
Mohammed Salah was the Egyptian Leader,FALSE
Le Duan was the American Leader,FALSE
Le Duan established Vietnam Socialist Republic,TRUE
Ho Chi Minh established Vietnam Democratic Republic,TRUE
Ho Chi Minh established Nguyen Dynasty - Vietnam,FALSE
King Gia Long established Nguyen Dynasty - Vietnam,TRUE
Ho Chi Minh was the friend of Le Duan,TRUE
Le Duan was the friend of Ho Chi Minh,TRUE
Hitler born in Austria,TRUE
Adolf Hitler was the enemy of Stalin,TRUE
Stalin was the enemy of Adolf Hitler,TRUE
Tran Dai Nghia invented Bazooka,TRUE
Xuan Dieu was the Vietnamese Poetry,TRUE
Le Cong Vinh was the Vietnamese Footballer,TRUE
Le Cong Vinh played at Striker,TRUE
Christoper Colombus was the first person in the America Continent,TRUE
Adolf Hitler was the Germany Leader,TRUE
Edwin Rommel was the Germany General,TRUE
Nikita Khruschev was the Russian Leader,TRUE
Mikhail Gorbachov was the Russian Leader,TRUE
Lionel Messi was the Argentine Footballer,TRUE
Christiano Ronaldo was the Portuguese Footballer,TRUE
Lionel Messi was the enemy of Christiano Ronaldo,TRUE
Sergio Ramos was the friend of Christiano Ronaldo,TRUE
Le Cong Vinh was the enemy of Terasil Dangda,TRUE
Lionel Messi played at Striker,TRUE
Christiano Ronaldo played at Striker,TRUE
Nguyen Minh Chau was the Vietnamese Artist,TRUE
Nguyen Xuan Phuc was the Vietnamese Leader,TRUE
Vladimir Lenin was the Russian Leader,TRUE
Ivan Perisic was the Croatian Footballer,TRUE
Ivan Perisic played at Striker,TRUE
Ho Chi Minh used to live in Soviet Union,TRUE
Ho Chi Minh used to live in France,TRUE
Ho Chi Minh used to live in Great Britain,TRUE
Ho Chi Minh used to live in America,TRUE
Ngo Bao Chau invented the Mathemical theory,TRUE
Nobel was the Swedish Inventor,TRUE
Ngo Bao Chau was the Vietnamese Inventor,TRUE
Napoleon Bornaparte was the French Leader,TRUE
Tran Dai Nghia was the Vietnamese Inventor,TRUE
Nobel invented the TNT,TRUE
King Ly Cong Uan established Ly Dynasty - Vietnam,TRUE
King Le Loi established Later Le Dynasty - Vietnam,TRUE
King Le Hoan established Ealier Le Dynasty - Vietnam,TRUE
King Tran Canh established Tran Dynasty - Vietnam,TRUE
King Quang Trung established Tay Son Dynasty - Vietnam,TRUE
King Rama I established Charki Dynasty - Thailand,TRUE
King Taksin established Thonburi Dynasty - Thailand,TRUE
King Taksin was the enemy of King Rama I,TRUE
King Taksin was the enemy of King Gia Long,TRUE
King Gia Long was the friend of King Rama I,TRUE
Que Ngoc Hai was the Vietnamese Footballer,TRUE
Que Ngoc Hai played at Defender,TRUE
Que Ngoc Hai was the friend of Le Cong Vinh,TRUE
Que Ngoc Hai was the enemy of Terasil Dangda,TRUE
Le Cong Vinh was the friend of Que Ngoc Hai,TRUE
Terasil Dangda was the enemy of Que Ngoc Hai,TRUE
Dang Van Lam was the Vietnamese Footballer,TRUE
Dang Van Lam played at Goalkeeper,TRUE
Dang Van Lam was the enemy of Terasil Dangda,TRUE
Vo Nguyen Giap born at Quang Tri - Vietnam,FALSE
Vo Nguyen Giap born at Quang Ngai - Vietnam,FALSE
Vo Nguyen Giap born at Quang Nam - Vietnam,FALSE
Ho Chi Minh born at Da Nang - Vietnam,FALSE
Ho Chi Minh born at Quang Tri - Vietnam,FALSE
Ho Chi Minh born at Quang Ngai - Vietnam,FALSE
Ho Chi Minh born at Quang Nam - Vietnam,FALSE
Phan Boi Chau born at Nghe An - Vietnam,TRUE
Nguyen Du born at Nghe An - Vietnam,TRUE
Nguyen Du was a Vietnamese Poetry,TRUE
Mao Ze Dong was a Chinese Leader,TRUE
Mao Ze Dong established People Republic of China,TRUE
Mao Ze Dong born in 1893,TRUE
Mao Ze Dong died in 1976,TRUE
Mao Ze Dong born in China,TRUE
Deng Xiaoping was a Chinese Leader,TRUE
Deng Xiaoping born in 1893,TRUE
Deng Xiaoping born in China,TRUE
Ho Chi Minh died in 1969,TRUE
Ho Chi Minh died in 1970,FALSE
Ho Chi Minh died in 1996,FALSE
Ho Chi Minh died in 1890,FALSE
Yang Dezhi was the Chinese General,TRUE
Ho Chi Minh was a Male,TRUE
Ho Chi Minh was a Female,FALSE
Yang Dezhi was a Male,TRUE
Yang Dezhi was a Female,FALSE
Marie Curie was a Male,FALSE
Marie Curie was a Female,TRUE
Marie Curie was the French Inventor,TRUE
Deng Xiaoping was a Male,TRUE
Deng Xiaoping was a Female,FALSE
Nguyen Du was a Male,TRUE
Nguyen Du was a Female,FALSE
Vo Nguyen Giap was a Male,TRUE
Vo Nguyen Giap was a Female,FALSE
Phan Boi Chau was the Vietnamese Politician,TRUE
Phan Boi Chau was a Male,TRUE
Phan Boi Chau was a Female,FALSE
Bui Thi Xuan was the Vietnamese General,TRUE
Bui Thi Xuan was a Male,FALSE
Bui Thi Xuan was a Female,TRUE
Que Ngoc Hai was a Male,TRUE
Que Ngoc Hai was a Female,FALSE
Mohammed Salah was the enemy of Sergio Ramos,TRUE
Ngo Dinh Diem was the Vietnamese Leader,TRUE
Ngo Dinh Diem born at Quang Binh - Vietnam,TRUE
Ngo Dinh Diem established the Vietnam Republic,TRUE
Ngo Dinh Diem born in 1901,TRUE
Ngo Dinh Diem died in 1963,TRUE
Ngo Dinh Diem died in 1965,FALSE
Ngo Dinh Diem died in 1936,FALSE
Ngo Dinh Diem was a Male,TRUE
Ngo Dinh Diem was a Female,FALSE
Nguyen Van Thieu was a Male,TRUE
Nguyen Van Thieu was a Female,FALSE
Nguyen Van Thieu was the Vietnamese Leader,TRUE
Nguyen Van Thieu born in 1923,TRUE
Nguyen Van Thieu died in 2001,TRUE
Nguyen Van Thieu born at Ninh Thuan - Vietnam,TRUE
Nguyen Cao Ky was a Male,TRUE
Nguyen Cao Ky born in 1930,TRUE
Nguyen Cao Ky died in 2011,TRUE
Nguyen Cao Ky born at Son Tay - Vietnam,TRUE
Nikolai Tesla born in Serbia,TRUE
Nikolai Tesla was the American Inventor,TRUE
Nikioai Tesla invented the Alternating current,TRUE
Barrack Obama used to live in Indonesia,TRUE
Donald Trump was the American Leader,TRUE
Donald Trump born in America,TRUE
Donald Trump born in 1946,TRUE
George Walker Bush was the American Leader,TRUE
George Walker Bush born in America,TRUE
George Walker Bush born in 1946,TRUE
Bill Clinton was the American Leader,TRUE
Bill Clinton born in America,TRUE
Bill Clinton born in 1946,TRUE
George Herbert Walker Bush was the American Leader,TRUE
George Herbert Walker Bush born in America,TRUE
George Herbert Walker Bush born in 1924,TRUE
George Herbert Walker Bush died in 2018,TRUE
Jimmy Caster was the American Leader,TRUE
Jimmy Caster born in America,TRUE
Jimmy Caster born in 1924,TRUE
Ronald Reagan was the American Leader,TRUE
Ronald Reagan born in America,TRUE
Ronald Reagan born in 1911,TRUE
Ronald Reagan died in 2004,TRUE
Gerald Ford was the American Leader,TRUE
Gerald Ford born in America,TRUE
Gerald Ford born in 1913,TRUE
Gerald Ford died in 2006,TRUE
Richard Nixon was the American Leader,TRUE
Richard Nixon born in America,TRUE
Richard Nixon born in 1913,TRUE
Richard Nixon died in 1994,TRUE
Lyndon Baines Johnson was the American Leader,TRUE
Lyndon Baines Johnson born in America,TRUE
Lyndon Baines Johnson born in 1908,TRUE
Lyndon Baines Johnson died in 1973,TRUE
John Fitzgerald Kennedy was the American Leader,TRUE
John Fitzgerald Kennedy born in America,TRUE
John Fitzgerald Kennedy born in 1917,TRUE
John Fitzgerald Kennedy died in 1963,TRUE
Dwight David Eisenhower was the American Leader,TRUE
Dwight David Eisenhower born in America,TRUE
Dwight David Eisenhower born in 1890,TRUE
Dwight David Eisenhower died in 1969,TRUE
Harry Truman was the American Leader,TRUE
Harry Truman born in America,TRUE
Harry Truman born in 1884,TRUE
Harry Truman died in 1972,TRUE
Franklin Delano Roosevelt was the American Leader,TRUE
Franklin Delano Roosevelt born in America,TRUE
Franklin Delano Roosevelt born in 1882,TRUE
Franklin Delano Roosevelt died in 1945,TRUE
Herbert Hoover was the American Leader,TRUE
Herbert Hoover born in America,TRUE
Herbert Hoover born in 1874,TRUE
Herbert Hoover died in 1964,TRUE
Calvin Coolidge was the American Leader,TRUE
Calvin Coolidge born in America,TRUE
Calvin Coolidge born in 1972,TRUE
Calvin Coolidge died in 1933,TRUE
Warren Gamaliel Harding was the American Leader,TRUE
Warren Gamaliel Harding born in America,TRUE
Warren Gamaliel Harding born in 1865,TRUE
Warren Gamaliel Harding died in 1923,TRUE
Woodrow Wilson was the American Leader,TRUE
Woodrow Wilson born in America,TRUE
Woodrow Wilson born in 1856,TRUE
Woodrow Wilson died in 1924,TRUE
William Howard Taft was the American Leader,TRUE
William Howard Taft born in America,TRUE
William Howard Taft born in 1857,TRUE
William Howard Taft died in 1930,TRUE
Theodore Roosevelt was the American Leader,TRUE
Theodore Roosevelt born in America,TRUE
Theodore Roosevelt born in 1858,TRUE
Theodore Roosevelt died in 1919,TRUE
William McKinley was the American Leader,TRUE
William McKinley born in America,TRUE
William McKinley born in 1843,TRUE
William McKinley died in 1901,TRUE
Grover Cleveland was the American Leader,TRUE
Grover Cleveland born in America,TRUE
Grover Cleveland born in 1837,TRUE
Grover Cleveland died in 1908,TRUE
Benjamin Harrison was the American Leader,TRUE
Benjamin Harrison born in America,TRUE
Benjamin Harrison born in 1833,TRUE
Benjamin Harrison died in 1901,TRUE
Chester Alan Arthur was the American Leader,TRUE
Chester Alan Arthur born in America,TRUE
Chester Alan Arthur born in 1829,TRUE
Chester Alan Arthur died in 1886,TRUE
James Abram Garfield was the American Leader,TRUE
James Abram Garfield born in America,TRUE
James Abram Garfield born in 1831,TRUE
James Abram Garfield died in 1881,TRUE
Rutherford Birchard Hayes was the American Leader,TRUE
Rutherford Birchard Hayes born in America,TRUE
Rutherford Birchard Hayes born in 1822,TRUE
Rutherford Birchard Hayes died in 1893,TRUE
Ulysses Grant was the American Leader,TRUE
Ulysses Grant born in America,TRUE
Ulysses Grant born in 1822,TRUE
Ulysses Grant died in 1885,TRUE
Andrew Johnson was the American Leader,TRUE
Andrew Johnson born in America,TRUE
Andrew Johnson born in 1808,TRUE
Andrew Johnson died in 1875,TRUE
Abraham Lincoln born in America,TRUE
Abraham Lincoln born in 1809,TRUE
Abraham Lincoln died in 1865,TRUE
James Buchanan was the American Leader,TRUE
James Buchanan born in America,TRUE
James Buchanan born in 1791,TRUE
James Buchanan died in 1868,TRUE
Franklin Pierce was the American Leader,TRUE
Franklin Pierce born in America,TRUE
Franklin Pierce born in 1804,TRUE
Franklin Pierce died in 1869,TRUE
Millard Fillmore was the American Leader,TRUE
Millard Fillmore born in America,TRUE
Millard Fillmore born in 1800,TRUE
Millard Fillmore died in 1874,TRUE
Zachary Taylor was the American Leader,TRUE
Zachary Taylor born in America,TRUE
Zachary Taylor born in 1784,TRUE
Zachary Taylor died in 1850,TRUE
Barrack Obama was a Male,TRUE
Donald Trump was a Male,TRUE
George Walker Bush was a Male,TRUE
Bill Clinton was a Male,TRUE
George Herbert Walker Bush was a Male,TRUE
Jimmy Caster was a Male,TRUE
Ronald Reagan was a Male,TRUE
Gerald Ford was a Male,TRUE
Richard Nixon was a Male,TRUE
Lyndon Baines Johnson was a Male,TRUE
John Fitzgerald Kennedy was a Male,TRUE
Dwight David Eisenhower was a Male,TRUE
Harry Truman was a Male,TRUE
Franklin Delano Roosevelt was a Male,TRUE
Herbert Hoover was a Male,TRUE
Calvin Coolidge was a Male,TRUE
Warren Gamaliel Harding was a Male,TRUE
Woodrow Wilson was a Male,TRUE
William Howard Taft was a Male,TRUE
Theodore Roosevelt was a Male,TRUE
William McKinley was a Male,TRUE
Grover Cleveland was a Male,TRUE
Benjamin Harrison was a Male,TRUE
Chester Alan Arthur was a Male,TRUE
James Abram Garfield was a Male,TRUE
Rutherford Birchard Hayes was a Male,TRUE
Ulysses Grant was a Male,TRUE
Andrew Johnson was a Male,TRUE
Abraham Lincoln was a Male,TRUE
James Buchanan was a Male,TRUE
Franklin Pierce was a Male,TRUE
Millard Fillmore was a Male,TRUE
Zachary Taylor was a Male,TRUE
James Knox Polk was the American Leader,TRUE
James Knox Polk was a Male,TRUE
James Knox Polk born in America,TRUE
James Knox Polk born in 1795,TRUE
James Knox Polk died in 1849,TRUE
John Tyler was the American Leader,TRUE
John Tyler was a Male,TRUE
John Tyler born in America,TRUE
John Tyler born in 1790,TRUE
John Tyler died in 1862,TRUE
William Harrison was the American Leader,TRUE
William Harrison was a Male,TRUE
William Harrison born in America,TRUE
William Harrison born in 1773,TRUE
William Harrison died in 1841,TRUE
Martin Van Buren was the American Leader,TRUE
Martin Van Buren was a Male,TRUE
Martin Van Buren born in America,TRUE
Martin Van Buren born in 1782,TRUE
Martin Van Buren died in 1862,TRUE
Andrew Jackson was the American Leader,TRUE
Andrew Jackson was a Male,TRUE
Andrew Jackson born in America,TRUE
Andrew Jackson born in 1767,TRUE
Andrew Jackson died in 1845,TRUE
John Quincy Adams was the American Leader,TRUE
John Quincy Adams was a Male,TRUE
John Quincy Adams born in America,TRUE
John Quincy Adams born in 1767,TRUE
John Quincy Adams died in 1848,TRUE
James Monroe was the American Leader,TRUE
James Monroe was a Male,TRUE
James Monroe born in America,TRUE
James Monroe born in 1758,TRUE
James Monroe died in 1831,TRUE
James Madison was the American Leader,TRUE
James Madison was a Male,TRUE
James Madison born in America,TRUE
James Madison born in 1751,TRUE
James Madison died in 1836,TRUE
Thomas Jefferson was the American Leader,TRUE
Thomas Jefferson was a Male,TRUE
Thomas Jefferson born in America,TRUE
Thomas Jefferson born in 1743,TRUE
Thomas Jefferson died in 1826,TRUE
John Adams was the American Leader,TRUE
John Adams was a Male,TRUE
John Adams born in America,TRUE
John Adams born in 1735,TRUE
John Adams died in 1826,TRUE
George Washington was the American Leader,TRUE
George Washington was a Male,TRUE
George Washington born in America,TRUE
George Washington born in 1784,TRUE
George Washington died in 1850,TRUE
George Washington established United States of America,TRUE
John McCain was the American Political,TRUE
John McCain was a Male,TRUE
John McCain born in America,TRUE
John McCain born in 1936,TRUE
John McCain died in 2018,TRUE
George McGovern was the American Political,TRUE
George McGovern was a Male,TRUE
George McGovern born in America,TRUE
George McGovern born in 1922,TRUE
George McGovern died in 2012,TRUE
Henry Wallace was the American Political,TRUE
Henry Wallace was a Male,TRUE
Henry Wallace born in America,TRUE
Henry Wallace born in 1888,TRUE
Henry Wallace died in 1965,TRUE
Adlai Stevenson was the American Political,TRUE
Adlai Stevenson was a Male,TRUE
Adlai Stevenson born in America,TRUE
Adlai Stevenson born in 1900,TRUE
Adlai Stevenson died in 1965,TRUE
Winfield Scott Hancock was the American Political,TRUE
Winfield Scott Hancock was a Male,TRUE
Winfield Scott Hancock born in America,TRUE
Winfield Scott Hancock born in 1824,TRUE
Winfield Scott Hancock died in 1886,TRUE
James Middleton Cox was the American Political,TRUE
James Middleton Cox was a Male,TRUE
James Middleton Cox born in America,TRUE
James Middleton Cox born in 1870,TRUE
James Middleton Cox died in 1957,TRUE
Hubert Humphrey was the American Political,TRUE
Hubert Humphrey was a Male,TRUE
Hubert Humphrey born in America,TRUE
Hubert Humphrey born in 1911,TRUE
Hubert Humphrey died in 1978,TRUE
Thomas Dewey was the American Political,TRUE
Thomas Dewey was a Male,TRUE
Thomas Dewey born in America,TRUE
Thomas Dewey born in 1902,TRUE
Thomas Dewey died in 1971,TRUE
Hilary Clinton was the American Political,TRUE
Hilary Clinton was a Female,TRUE
Hilary Clinton born in America,TRUE
Hilary Clinton born in 1784,TRUE
Walter Mondale was the American Political,TRUE
Walter Mondale was a Male,TRUE
Walter Mondale born in America,TRUE
Walter Mondale born in 1928,TRUE
Mike Pence was the American Political,TRUE
Mike Pence was a Male,TRUE
Mike Pence born in America,TRUE
Mike Pence born in 1959,TRUE
Tim Kaine was the American Political,TRUE
Tim Kaine was a Male,TRUE
Tim Kaine born in America,TRUE
Tim Kaine born in 1958,TRUE
Joe Biden was the American Political,TRUE
Joe Biden was a Male,TRUE
Joe Biden born in America,TRUE
Joe Biden born in 1942,TRUE
Mitt Romney was the American Political,TRUE
Mitt Romney was a Male,TRUE
Mitt Romney born in America,TRUE
Mitt Romney born in 1947,TRUE
John Kerry was the American Political,TRUE
John Kerry was a Male,TRUE
John Kerry born in America,TRUE
John Kerry born in 1943,TRUE
Al Gore was the American Political,TRUE
Al Gore was a Male,TRUE
Al Gore born in America,TRUE
Al Gore born in 1948,TRUE
Dan Quayle was the American Political,TRUE
Dan Quayle was a Male,TRUE
Dan Quayle born in America,TRUE
Dan Quayle born in 1947,TRUE
Lafayette was the American Political,TRUE
Lafayette was a Male,TRUE
Lafayette born in France,TRUE
Lafayette born in 1757,TRUE
Lafayette died in 1834,TRUE
Selena Gomez was the American Singer,TRUE
Selena Gomez was the American Television actor,FALSE
Selena Gomez was the American Television producer,FALSE
Selena Gomez was the American Television actor,FALSE
Selena Gomez was the American Model,FALSE
Selena Gomez was the American Fashion designer,FALSE
Selena Gomez was the American Television actor,FALSE
Selena Gomez was the Armenian Singer,FALSE
Selena Gomez was the Russian Singer,FALSE
Selena Gomez was the Iraqi Singer,FALSE
Selena Gomez was the Chinese Singer,FALSE
Selena Gomez was the Vietnamese Singer,FALSE
Nina Simone was a Female,TRUE
Miguel was a Male,TRUE
Cher was a Female,TRUE
Sharon Van Etten was a Female,TRUE
CeeLo Green was a Male,TRUE
Woody Guthrie was a Male,TRUE
Dave Grohl was a Male,TRUE
Lonnie Gordon was a Female,TRUE
Joan Baez was a Female,TRUE
John Denver was a Male,TRUE
Idina Menzel was a Female,TRUE
Katerina Graham was a Female,TRUE
Keri Hilson was a Female,TRUE
Melody Thornton was a Female,TRUE
Nat King Cole was a Male,TRUE
Luke Bryan was a Male,TRUE
Slim Willet was a Male,TRUE
Brandi Carlile was a Female,TRUE
Bruce Springsteen was a Male,TRUE
David Cicero was a Male,TRUE
Eminem was a Male,TRUE
Kurt Cobain was a Male,TRUE
Ivory Joe Hunter was a Male,TRUE
Terry Callier was a Male,TRUE
Jamie Lynn Spears was a Female,TRUE
Jessica Sanchez was a Female,TRUE
Conway Twitty was a Male,TRUE
Gene Vincent was a Male,TRUE
Dean Reed was a Male,TRUE
Lynn Anderson was a Female,TRUE
Billy Scott was a Male,TRUE
Julie Delpy was a Female,TRUE
Paul Simon was a Male,TRUE
Kim Carnes was a Female,TRUE
Barbra Streisand was a Female,TRUE
Mina Caputo was a transgender Female,TRUE
Britney Spears was a Female,TRUE
Jimi Hendrix was a Male,TRUE
Kevin Rudolf was a Male,TRUE
Mike Shinoda was a Male,TRUE
Pharrell Williams was a Male,TRUE
Billie Holiday was a Female,TRUE
Sara Gazarek was a Female,TRUE
Selena Gomez was a Female,TRUE
Brant Bjork was a Male,TRUE
Hoyt Axton was a Male,TRUE
Tajna Tanovic was a Female,TRUE
Tracey Ullman was a Female,TRUE
Ariana Grande was a Female,TRUE
Laura Cantrell was a Female,TRUE
Marla Gibbs was a Female,TRUE
Toni Braxton was a Female,TRUE
Herb Jeffries was a Male,TRUE
Bill Monroe was a Male,TRUE
Al Jarreau was a Male,TRUE
Rodney Atkins was a Male,TRUE
Sonny Bono was a Male,TRUE
Weird Al Yankovic was a Male,TRUE
Amy Lee was a Female,TRUE
Bruno Mars was a Male,TRUE
Stevie Wonder was a Male,TRUE
Art Garfunkel was a Male,TRUE
Axl Rose was a Male,TRUE
Eddie Cochran was a Male,TRUE
Herbie Hancock was a Male,TRUE
River Phoenix was a Male,TRUE
Pnk was a Female,TRUE
Jessica Simpson was a Female,TRUE
Gene Pitney was a Male,TRUE
GoonRock was a Male,TRUE
Ella Fitzgerald was a Female,TRUE
Jeff Bridges was a Male,TRUE
Janis Joplin was a Female,TRUE
Amanda Somerville was a Female,TRUE
Black Francis was a Male,TRUE
Meshell Ndegeocello was a Female,TRUE
Ashley Tisdale was a Female,TRUE
Melanie Safka was a Female,TRUE
Bernie Leadon was a Male,TRUE
Nicole Scherzinger was a Female,TRUE
Taylor Dayne was a Female,TRUE
James Fauntleroy II was a Male,TRUE
Patti Page was a Female,TRUE
Ashanyka was a Female,TRUE
Snoop Dogg was a Male,TRUE
Alela Diane was a Female,TRUE
Iyeoka Okoawo was a Female,TRUE
Missy Elliott was a Female,TRUE
Ron Dante was a Male,TRUE
Charli Baltimore was a Female,TRUE
Jack Antonoff was a Male,TRUE
Patti Smith was a Female,TRUE
Neil Young was a Male,TRUE
Chuck Berry was a Male,TRUE
Tom DeLonge was a Male,TRUE
Juliana Hatfield was a Female,TRUE
Lila Downs was a Female,TRUE
Fergie was a Female,TRUE
Chester Bennington was a Male,TRUE
Jennette McCurdy was a Female,TRUE
Michael Jackson was a Male,TRUE
Zack de la Rocha was a Male,TRUE
Steve Perry was a Male,TRUE
Don McLean was a Male,TRUE
Beck was a Male,TRUE
Mario was a Male,TRUE
Hilary Duff was a Female,TRUE
James Brown was a Male,TRUE
Chris Brown was a Male,TRUE
Cyndi Lauper was a Female,TRUE
